id	links	xcoord_p	ycoord_p
66848	3	1732649.37645000000	622577.15582400000
66849	4	1732650.83609000000	664767.87360800000
66850	3	1732651.31706000000	728074.16727100000
66851	2	1732651.99554000000	670333.48714900000
66852	3	1732654.40400000000	666125.40829500000
66853	2	1732655.44435000000	606793.23791700000
66854	3	1732656.85019000000	763176.19122700000
66855	3	1732657.18024000000	764881.72488900000
66856	2	1732658.00504000000	674125.50121800000
66857	2	1732660.64283000000	592768.06911700000
66858	2	1732661.26717000000	744796.71781500000
66859	3	1732661.37479000000	673256.72014700000
66860	1	1732662.49486000000	756385.80093600000
66861	2	1732663.26028000000	592527.78843000000
66862	3	1732663.43712000000	778373.15164600000
66863	3	1732663.44532000000	656051.85954400000
66864	2	1732663.57787000000	675990.71271100000
66865	3	1732663.87281000000	670079.21830000000
66866	2	1732663.98272000000	670026.92673800000
66867	3	1732664.98698000000	787301.80176800000
66868	3	1732665.08049000000	760033.48261700000
66869	2	1732666.30982000000	606476.44097900000
66870	4	1732666.92858000000	728967.65432900000
66871	3	1732668.18973000000	666532.03576200000
66872	1	1732668.34131000000	598437.61191200000
66873	2	1732669.94596000000	649905.42728300000
66874	1	1732670.61361000000	768839.47616000000
66875	3	1732672.32293000000	585510.23028600000
66876	3	1732676.37672000000	756643.51826900000
66877	3	1732677.15002000000	682185.41816900000
66878	2	1732678.07062000000	670240.60741300000
66879	1	1732678.33276000000	692769.75067500000
66880	3	1732679.43676000000	615348.16208000000
66881	4	1732683.60735000000	668519.27752300000
66882	2	1732685.03944000000	770567.74140400000
66883	1	1732685.19528000000	721148.72902200000
66884	3	1732686.54600000000	600672.94536800000
66885	3	1732687.05715000000	745495.19148400000
66886	3	1732688.07158000000	673568.92260700000
66887	3	1732688.52204000000	840479.79186900000
66888	3	1732689.83569000000	585446.54832700000
66889	3	1732693.22610000000	695445.76304000000
66890	1	1732693.98824000000	794294.34946300000
66891	1	1732694.69001000000	770146.32295600000
66892	3	1732695.40425000000	694465.44413400000
66893	1	1732698.13554000000	721060.58615400000
66894	1	1732698.36585000000	621992.31316200000
66895	1	1732698.96887000000	656720.41857400000
66896	3	1732699.46165000000	617739.70749400000
66897	2	1732700.02661000000	670037.55401400000
66898	3	1732700.61782000000	795950.23591500000
66899	2	1732701.45706000000	649949.84845400000
66900	2	1732701.45738000000	670245.71173400000
66901	4	1732701.48724000000	653212.00630000000
66902	1	1732702.25758000000	694943.29291600000
66903	3	1732703.13258000000	656046.24078900000
66904	2	1732704.65784000000	661891.46892800000
66905	3	1732705.05941000000	644498.12313700000
66906	1	1732705.15587000000	778570.73819400000
66907	3	1732705.41636000000	840230.73659200000
66908	3	1732706.31827000000	666402.98418300000
66909	2	1732706.36321000000	708467.31737700000
66910	1	1732706.50429000000	568968.58522000000
66911	3	1732707.29792000000	596449.35670200000
66912	1	1732709.99936000000	745649.56847200000
66913	1	1732711.20540000000	725082.38913400000
66914	1	1732712.30513000000	594123.49390000000
66915	1	1732713.40749000000	670427.63820700000
66916	2	1732718.25164000000	674242.16699500000
66917	4	1732718.25984000000	764926.56863200000
66918	4	1732719.18602000000	677182.68736100000
66919	1	1732719.38714000000	673921.13253300000
66920	3	1732719.90682000000	644803.79673800000
66921	2	1732720.50623000000	674354.01093200000
66922	3	1732721.17060000000	669800.75035300000
66923	1	1732721.94947000000	762437.57492200000
66924	2	1732722.08365000000	670208.47657200000
66925	3	1732722.21817000000	746521.25340800000
66926	1	1732722.25524000000	637779.11721800000
66927	3	1732722.46686000000	662396.35472900000
66928	3	1732722.69815000000	796101.64834200000
66929	4	1732724.07610000000	651438.93045000000
66930	1	1732727.01737000000	591766.44743300000
66931	3	1732729.49932000000	666415.37096900000
66932	4	1732731.42714000000	595745.25804500000
66933	2	1732733.08593000000	594263.64191300000
66934	1	1732734.76506000000	755769.26148700000
66935	3	1732735.58428000000	842020.56995500000
66936	2	1732735.81197000000	708431.00183300000
66937	3	1732736.64006000000	651464.97304900000
66938	1	1732736.83527000000	745037.04804300000
66939	3	1732736.85331000000	729659.13818200000
66940	3	1732737.70600000000	760931.82432400000
66941	3	1732738.43073000000	667049.40218200000
66942	3	1732739.22338000000	797302.67612300000
66943	2	1732739.64333000000	677191.12500800000
66944	2	1732740.28769000000	656783.29312100000
66945	1	1732741.00684000000	615381.74731500000
66946	3	1732742.27784000000	720496.92061400000
66947	2	1732743.70960000000	676013.22513300000
66948	1	1732745.07934000000	764412.99977700000
66949	3	1732745.16989000000	579545.87279300000
66950	1	1732745.90611000000	646707.52291800000
66951	2	1732746.43761000000	708550.72337800000
66952	2	1732746.45204000000	708421.31681300000
66953	2	1732747.79915000000	606741.19012100000
66954	2	1732747.91136000000	650015.65901800000
66955	3	1732748.50683000000	554094.56870800000
66956	1	1732748.53898000000	566389.29346300000
66957	2	1732750.15315000000	606501.90221400000
66958	3	1732750.89134000000	664596.94809700000
66959	3	1732751.82310000000	799361.00370000000
66960	2	1732752.24370000000	584946.99092700000
66961	2	1732752.66660000000	646746.18852300000
66962	2	1732752.90413000000	670138.06299900000
66963	3	1732753.24468000000	765312.20434300000
66964	2	1732753.32014000000	606758.68483700000
66965	1	1732754.04258000000	656955.60544000000
66966	1	1732754.46089000000	693883.46695200000
66967	2	1732754.58654000000	677214.16991000000
66968	3	1732754.84343000000	653630.88308700000
66969	1	1732755.47926000000	765846.38765800000
66970	1	1732756.19579000000	546686.33418100000
66971	3	1732756.37197000000	759748.42478800000
66972	3	1732757.48188000000	574672.78116100000
66973	1	1732758.21449000000	843574.79191200000
66974	3	1732758.96481000000	536942.81331400000
66975	3	1732759.27354000000	670129.40619200000
66976	2	1732760.19644000000	606777.49254200000
66977	4	1732760.20202000000	843524.46261700000
66978	4	1732760.64001000000	677199.88942600000
66979	2	1732761.43627000000	666579.92444600000
66980	1	1732761.86770000000	763948.16737300000
66981	4	1732761.98121000000	761152.38818800000
66982	4	1732763.80765000000	673841.00998900000
66983	2	1732767.20856000000	677182.95704600000
66984	2	1732767.35915000000	646835.42456500000
66985	3	1732768.16197000000	746641.35192100000
66986	2	1732769.71118000000	575249.49785500000
66987	2	1732770.71085000000	661861.47522100000
66988	1	1732772.43099000000	769712.76279900000
66989	1	1732773.55730000000	665072.34051900000
66990	2	1732774.15015000000	761168.50659400000
66991	3	1732774.20625000000	729871.64563100000
66992	3	1732775.46511000000	650661.44480000000
66993	3	1732776.14096000000	605003.53185100000
66994	3	1732776.19706000000	594569.07601400000
66995	2	1732776.56091000000	577613.95900600000
66996	2	1732776.56517000000	682173.68492500000
66997	1	1732782.10158000000	777847.23898400000
66998	4	1732782.60420000000	601337.67894600000
66999	3	1732782.97100000000	579924.15353200000
67000	3	1732785.30466000000	685675.13100600000
67001	1	1732785.54252000000	763344.26766200000
67002	3	1732786.72788000000	657375.31391800000
67003	2	1732787.03398000000	708370.01704700000
67004	3	1732787.08648000000	761180.31595300000
67005	3	1732789.29317000000	644881.33431300000
67006	3	1732790.71508000000	592914.93890200000
67007	2	1732791.49362000000	584974.80123900000
67008	2	1732792.52872000000	609295.01309700000
67009	3	1732792.91127000000	677209.55476100000
67010	3	1732792.92275000000	555051.25577100000
67011	2	1732794.70687000000	670065.24326300000
67012	3	1732795.07170000000	662906.41965400000
67013	3	1732795.51658000000	763223.04743200000
67014	2	1732799.79741000000	650089.03715200000
67015	3	1732801.49852000000	618286.58336900000
67016	3	1732801.70325000000	637012.66271400000
67017	1	1732802.28527000000	567965.08296200000
67018	3	1732803.15567000000	647207.44842700000
67019	2	1732804.53559000000	708347.36847000000
67020	2	1732808.36367000000	677229.28569300000
67021	3	1732809.29116000000	661885.65102600000
67022	3	1732811.50605000000	797288.51309400000
67023	3	1732813.42238000000	755932.78215700000
67024	3	1732814.43846000000	763704.79810900000
67025	3	1732814.44600000000	787212.20352200000
67026	2	1732815.41483000000	677205.73062200000
67027	1	1732815.84626000000	792308.07915700000
67028	2	1732816.25768000000	579515.84135700000
67029	1	1732817.66483000000	801103.79516100000
67030	1	1732817.84560000000	622570.48818700000
67031	1	1732818.67598000000	839599.57217200000
67032	1	1732819.34855000000	694836.09857700000
67033	2	1732819.51653000000	606730.67800300000
67034	2	1732820.25275000000	656877.62331300000
67035	4	1732822.04901000000	657624.56210700000
67036	3	1732822.72912000000	596980.89435300000
67037	3	1732822.76488000000	666465.57657800000
67038	1	1732827.50011000000	784009.80375900000
67039	3	1732827.58147000000	767368.63658200000
67040	2	1732827.81605000000	665538.53939000000
67041	3	1732828.26553000000	672566.64377200000
67042	2	1732828.88561000000	606758.40071700000
67043	4	1732828.90004000000	673104.76900800000
67044	2	1732831.27340000000	766676.19571000000
67045	2	1732831.64479000000	606766.98272000000
67046	2	1732831.81145000000	676683.68146900000
67047	4	1732834.29406000000	670477.28738600000
67048	1	1732834.30620000000	599659.40474400000
67049	2	1732835.05259000000	662839.24131100000
67050	3	1732835.33113000000	654084.61938400000
67051	1	1732836.62969000000	766448.43763500000
67052	3	1732837.99615000000	657736.62389100000
67053	2	1732844.60473000000	708430.11272700000
67054	2	1732847.22743000000	708423.14128400000
67055	3	1732847.58045000000	766675.40043600000
67056	3	1732849.19659000000	767722.27793500000
67057	2	1732849.30518000000	670080.68352100000
67058	2	1732850.29370000000	676219.86349900000
67059	2	1732850.56634000000	672044.21732300000
67060	4	1732854.47873000000	651822.76006300000
67061	4	1732855.28450000000	663444.05506200000
67062	3	1732855.82322000000	567031.42078700000
67063	3	1732856.11521000000	721020.57179800000
67064	3	1732856.17820000000	761059.27420100000
67065	4	1732856.37374000000	676044.40814200000
67066	4	1732858.96625000000	664421.98584800000
67067	3	1732859.01678000000	543917.61695000000
67068	2	1732860.02432000000	675932.84668500000
67069	1	1732860.56172000000	760712.37332000000
67070	1	1732861.44296000000	707899.77290800000
67071	2	1732861.50693000000	646162.50333900000
67072	4	1732862.80778000000	668183.22242000000
67073	3	1732863.50299000000	661259.38095300000
67074	2	1732870.83795000000	674594.71123800000
67075	2	1732872.42423000000	651817.31847300000
67076	3	1732872.57023000000	673064.03615000000
67077	3	1732873.08401000000	721097.54802200000
67078	3	1732873.57023000000	763249.88005600000
67079	1	1732874.15323000000	777009.09663200000
67080	1	1732875.54955000000	570319.39813500000
67081	2	1732875.68833000000	675419.40906400000
67082	2	1732876.71917000000	586386.86829700000
67083	3	1732878.83203000000	599974.42576700000
67084	4	1732879.66175000000	665445.78104500000
67085	2	1732880.30578000000	676051.16304900000
67086	3	1732880.37960000000	602015.63625200000
67087	2	1732882.51936000000	675335.95286600000
67088	3	1732883.24967000000	658084.74524200000
67089	2	1732883.70997000000	642065.20280600000
67090	2	1732883.97802000000	676501.23071900000
67091	3	1732884.06168000000	797275.00984000000
67092	4	1732885.83365000000	666070.89856100000
67093	3	1732886.62434000000	593591.91556700000
67094	1	1732886.74704000000	636272.96964000000
67095	3	1732886.95472000000	777854.32394400000
67096	4	1732889.88876000000	654486.60873800000
67097	2	1732890.23719000000	708373.80739300000
67098	4	1732891.70700000000	651811.20431200000
67099	1	1732891.86219000000	721920.50831800000
67100	3	1732892.14598000000	662105.71948400000
67101	1	1732892.26442000000	719117.55263800000
67102	2	1732893.20569000000	676185.42524800000
67103	2	1732894.43239000000	645061.83624900000
67104	3	1732894.80509000000	828195.21834100000
67105	1	1732895.84774000000	642829.58972900000
67106	4	1732896.17123000000	676055.66697700000
67107	2	1732896.73521000000	579912.30742700000
67108	3	1732896.96159000000	669475.31334000000
67109	1	1732897.31198000000	567431.17983000000
67110	3	1732898.30541000000	592448.10551800000
67111	3	1732900.57214000000	650230.52341800000
67112	2	1732900.68172000000	675917.95301400000
67113	3	1732902.34478000000	661611.85761000000
67114	2	1732902.45501000000	770537.16567800000
67115	1	1732902.85462000000	759310.00440500000
67116	4	1732905.24405000000	666081.66166300000
67117	4	1732905.35658000000	671458.64533200000
67118	2	1732905.49110000000	619668.40901700000
67119	3	1732906.66432000000	667144.33670300000
67120	2	1732907.33033000000	593921.35946200000
67121	2	1732910.52553000000	656919.24888500000
67122	3	1732913.54423000000	593792.24390600000
67123	3	1732913.81129000000	684924.46518500000
67124	2	1732914.35033000000	579496.51167100000
67125	2	1732914.38314000000	708213.09314800000
67126	2	1732915.83031000000	646171.65817600000
67127	1	1732916.28077000000	766671.52839600000
67128	2	1732917.74698000000	619621.97735200000
67129	2	1732919.53700000000	620733.26417100000
67130	2	1732920.28536000000	675525.61259100000
67131	3	1732920.86180000000	661743.09422500000
67132	3	1732920.93956000000	646139.51453900000
67133	2	1732922.50812000000	593108.12585200000
67134	2	1732922.56488000000	674982.82922800000
67135	3	1732926.00943000000	778412.37400900000
67136	2	1732927.35916000000	637136.07421300000
67137	2	1732927.61474000000	593934.43194200000
67138	3	1732928.72825000000	693554.06373900000
67139	2	1732930.34702000000	674917.23684000000
67140	2	1732931.11933000000	675340.85180600000
67141	3	1732931.19380000000	764506.46743800000
67142	2	1732931.72037000000	666267.77152700000
67143	1	1732932.16755000000	665828.92594800000
67144	2	1732933.21250000000	665364.59223100000
67145	3	1732934.15344000000	673114.16990800000
67146	4	1732934.48120000000	666672.17229300000
67147	1	1732935.07601000000	781740.34865200000
67148	1	1732936.34865000000	518467.78891200000
67149	1	1732936.56781000000	798368.83409600000
67150	2	1732938.15015000000	668043.60787000000
67151	3	1732938.79090000000	752550.17245300000
67152	2	1732939.93952000000	674843.35608200000
67153	3	1732940.60093000000	670318.55574800000
67154	1	1732943.56714000000	765528.43127300000
67155	2	1732945.43098000000	675220.59876600000
67156	4	1732945.78104000000	597821.46550600000
67157	4	1732948.10223000000	654909.08689500000
67158	1	1732949.54153000000	765474.10165700000
67159	3	1732949.59632000000	719347.76740100000
67160	2	1732950.76266000000	708303.48010600000
67161	3	1732952.76594000000	760244.60850700000
67162	4	1732952.96968000000	652310.76827300000
67163	2	1732957.20228000000	674723.07876300000
67164	2	1732957.77774000000	593905.06421900000
67165	2	1732958.05694000000	683016.80331800000
67166	3	1732959.02642000000	664251.39203000000
67167	2	1732960.62681000000	668002.71753200000
67168	3	1732960.81284000000	777863.31802000000
67169	2	1732963.58317000000	675077.80935300000
67170	2	1732964.37812000000	760748.59339200000
