hhno	fraction_with_jobs_outside	hhsize	hhvehs	hhwkrs	hhftw	hhptw	hhret	hhoad	hhuni	hhhsc	hh515	hhcu5	hhincome	hownrent	hrestype	hhparcel	zone_id	hhtaz	hhexpfac	samptype
374000	0	2	2	2	2	0	0	0	0	0	0	0	32504	1	1	31950	2011	2012	500	11
72000	0.156	3	1	2	2	0	0	0	0	0	1	0	75183	1	4	1682	2111	2112	500	11
374500	0.058	2	1	0	0	0	2	0	0	0	0	0	8433	1	1	31963	1978	1979	500	11
72500	0	2	2	0	0	0	2	0	0	0	0	0	33104	1	1	1714	2084	2085	500	11
375000	0	2	1	0	0	0	0	2	0	0	0	0	42522	1	1	31997	1964	1965	500	11
521500	0	6	3	3	1	1	0	0	0	2	2	0	58521	1	1	18745	2533	2534	500	11
73000	0.198	4	3	1	1	0	0	1	0	0	2	0	39484	2	2	1753	2116	2117	500	11
73500	0.156	2	1	0	0	0	1	1	0	0	0	0	39623	1	1	1781	2112	2113	500	11
522000	0	4	2	1	1	0	0	1	0	0	0	2	112409	1	1	18773	2529	2530	500	11
522500	0	3	2	2	2	0	0	0	0	0	0	1	278958	1	1	18815	2530	2531	500	11
523000	0.139	1	1	1	1	0	0	0	0	0	0	0	92814	1	1	18849	2556	2557	500	11
523500	0.139	3	3	2	2	0	0	0	0	0	0	1	103655	2	3	18908	2554	2555	500	11
74000	0	4	2	2	2	0	0	0	0	0	1	1	103892	1	1	1795	2216	2217	500	11
524000	0	2	2	1	1	0	0	1	0	0	0	0	153041	1	1	18964	2548	2549	500	11
524500	0	2	1	0	0	0	2	0	0	0	0	0	17983	3	3	18992	2389	2390	500	11
74500	0	1	1	1	1	0	0	0	0	0	0	0	62014	2	1	1818	2214	2215	500	11
525000	0	2	2	2	2	0	0	0	0	0	0	0	51329	2	3	19018	2392	2393	500	11
525500	0	1	1	1	1	0	0	0	0	0	0	0	43313	2	3	19028	2391	2392	500	11
75000	0	4	2	2	2	0	0	0	0	0	1	1	83826	2	1	1844	2212	2213	500	11
