"hhno" "pno" "pptyp" "pagey" "pgend" "pwtyp" "pwpcl" "pwtaz" "pwautime" "pwaudist" "pstyp" "pspcl" "pstaz" "psautime" "psaudist" "puwmode" "puwarrp" "puwdepp" "ptpass" "ppaidprk" "pdiary" "pproxy" "psexpfac" "orig_psexpfac" "adjfac"
4003003 1 1 38 2 1 24900 882 50.771278 31.383087 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 118.286351354842 106.123153 1.11461399337468
4003003 2 7 15 2 0 0 0 -1 -1 1 571 2171 7.541838 2.210912 -1 -1 -1 -1 -1 -1 -1 104.707074668899 106.123153 0.986656273479731
4003003 3 7 11 2 0 0 0 -1 -1 1 2494 2160 5.664 1.714597 -1 -1 -1 -1 -1 -1 -1 104.707074668899 106.123153 0.986656273479731
4003026 1 2 68 2 2 23559 851 12.733392 5.111449 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 49.2411641534294 68.09255 0.723150537811102
4003026 2 3 71 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.8560605394764 68.09255 0.849667996564623
4003029 1 2 48 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 78.9728476800488 109.20665 0.723150537811102
4003029 2 1 50 1 1 6390 13 16.140394 8.140551 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 117.701489691953 109.20665 1.07778683525182
4003029 3 6 17 2 0 0 0 -1 -1 1 23222 951 13.89475 5.008306 -1 -1 -1 -1 -1 -1 -1 256.811235815934 109.20665 2.35160803683598
4003081 1 3 66 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.4175633574146 52.339691 0.82953419341766
4003081 2 2 63 2 2 1859 2214 28.733309 18.16007 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.8185890857851 52.339691 0.81809021543106
4003132 1 1 38 2 1 4811 236 16.356342 6.320305 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 147.712861822882 137.052019 1.07778683525182
4003132 2 7 10 2 0 0 0 -1 -1 1 5417 446 5.528161 1.374567 -1 -1 -1 -1 -1 -1 -1 121.165572543586 137.052019 0.884084549995474
4003156 1 3 88 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 807.485502409035 950.354145 0.849667996564623
4003229 1 3 69 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.5441672479638 41.833007 0.849667996564623
4003336 1 3 65 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 98.312493244771 115.706951 0.849667996564623
4003336 2 1 59 2 1 19697 2510 19.383617 10.623731 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 124.707428534927 115.706951 1.07778683525182
4003356 1 1 65 2 1 22523 180 14.596166 4.886206 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 102.467534302609 95.072171 1.07778683525182
4003402 1 1 39 2 1 22648 209 23.148127 10.120993 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 119.332390264335 110.719844 1.07778683525182
4003402 2 1 33 2 1 23123 678 22.880497 10.874146 2 22648 209 23.148127 10.120993 -1 -1 -1 -1 -1 -1 -1 119.332390264335 110.719844 1.07778683525182
4003402 3 7 7 1 0 0 0 -1 -1 1 23044 606 28.090727 13.67815 -1 -1 -1 -1 -1 -1 -1 97.8857034583091 110.719844 0.884084549995474
4003493 1 1 35 2 1 19025 2394 11.314134 4.691716 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.8101318955411 32.136679 1.05207298786353
4003493 2 1 32 1 1 20406 2356 10.591951 4.38306 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.8101318955411 32.136679 1.05207298786353
4003522 1 1 42 2 1 3839 2788 11.283171 6.049685 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.6308199020318 27.094128 1.01980842129452
4003522 2 1 52 1 1 22648 209 33.237736 18.99044 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.6308199020318 27.094128 1.01980842129452
4003522 3 6 18 1 2 2633 2621 29.092119 19.366268 1 8775 2750 19.886055 12.106468 -1 -1 -1 -1 -1 -1 -1 59.6148634548405 27.094128 2.20028721554872
4003522 4 7 13 2 0 0 0 -1 -1 1 8627 2684 10.210059 4.402763 -1 -1 -1 -1 -1 -1 -1 27.8195549080541 27.094128 1.02677432202484
4003614 1 3 71 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 401.688093984836 467.993107 0.858320535017701
4003614 2 1 31 1 1 22669 982 29.748091 14.756511 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 492.362906381026 467.993107 1.05207298786353
4003622 1 2 44 1 2 27195 452 15.163611 6.567293 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.21732513479 102.630533 0.723150537811102
4003622 2 3 69 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 87.2018793604694 102.630533 0.849667996564623
4003622 3 2 48 1 2 21996 267 30.890417 15.162526 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.21732513479 102.630533 0.723150537811102
4003622 4 2 45 1 2 4771 716 18.489342 7.929306 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.21732513479 102.630533 0.723150537811102
4003668 1 1 35 2 1 4968 636 26.736116 13.026896 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.1810659235406 77.17766 1.07778683525182
4003668 2 1 34 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.1810659235406 77.17766 1.07778683525182
4003668 3 8 2 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 88.3199617086893 77.17766 1.1443721111613
4003676 1 1 39 1 1 19110 2376 24.188522 12.151778 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 55.7627825989434 53.00277 1.05207298786353
4003676 2 2 39 2 2 16872 2463 7.122847 2.98773 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 41.0219783575239 53.00277 0.773959141334008
4003676 3 7 9 1 0 0 0 -1 -1 1 19290 2501 8.239851 2.661192 -1 -1 -1 -1 -1 -1 -1 50.4675911547708 53.00277 0.952168936732379
4003715 1 1 26 1 1 22665 982 9.955347 3.044159 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 102.467534302609 95.072171 1.07778683525182
4003759 1 1 55 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 56.3220904195861 52.881307 1.06506615692358
4003794 1 3 70 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 26.0461720181689 31.477572 0.827451749396964
4003794 2 3 70 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 26.0461720181689 31.477572 0.827451749396964
4003807 1 4 58 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 180.870631343505 157.009368 1.15197350099202
4003810 1 4 29 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 486.379587157837 364.325487 1.33501389420454
4003810 2 1 37 1 1 6853 2249 28.663593 16.506115 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 400.961564406594 364.325487 1.10055864526051
4003810 3 7 6 1 0 0 0 -1 -1 1 7995 2092 9.356458 4.144506 -1 -1 -1 -1 -1 -1 -1 378.275896193087 364.325487 1.03829106030424
4003810 4 8 1 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 376.607340850073 364.325487 1.03371121233161
4003818 1 1 45 1 1 20406 2356 21.388073 14.153672 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.3012670136106 55.949159 1.07778683525182
4003861 1 1 60 2 1 19742 2389 15.052617 7.290945 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.1549862608833 79.03918 1.05207298786353
4003861 2 3 86 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 67.8409512649604 79.03918 0.858320535017701
4003861 3 3 84 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 67.8409512649604 79.03918 0.858320535017701
4003882 1 1 23 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 102.467534302609 95.072171 1.07778683525182
4003884 1 1 27 2 1 27385 1001 24.028122 11.523829 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 102.467534302609 95.072171 1.07778683525182
4003973 1 1 43 1 1 0 0 -1 -1 2 24316 59 10.799794 3.916664 -1 -1 -1 -1 -1 -1 -1 102.467534302609 95.072171 1.07778683525182
4004029 1 4 61 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 428.100580359792 411.558288 1.04019428800761
4004098 1 2 82 2 2 32671 2758 6.719912 2.189522 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 52.7465066059415 55.059292 0.957994639777451
4004157 1 4 48 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 64.925544609554 60.014051 1.08183906148169
4004188 1 1 41 2 1 22584 218 41.754932 23.835167 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.7569853132645 36.566009 1.11461399337468
4004188 2 1 41 1 1 712 2175 29.453972 17.214367 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.7569853132645 36.566009 1.11461399337468
4004188 3 8 0 -1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.361815080797 36.566009 1.15850256123924
4004400 1 5 24 1 2 23222 951 8.884846 2.270629 1 23168 968 8.91041 2.344925 -1 -1 -1 -1 -1 -1 -1 220.765085578481 137.052019 1.61081235569744
4004400 2 5 22 1 0 0 0 -1 -1 1 23168 968 8.91041 2.344925 -1 -1 -1 -1 -1 -1 -1 220.765085578481 137.052019 1.61081235569744
4004435 1 1 33 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 61.7466760172556 58.690487 1.05207298786353
4004435 2 1 35 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 61.7466760172556 58.690487 1.05207298786353
4004435 3 8 1 1 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 55.7712938163703 58.690487 0.950261220636495
4004525 1 3 84 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.3073100438993 41.020422 0.86072517839771
4004533 1 4 55 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.6437793653286 77.316287 1.08183906148169
4004533 2 4 51 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.6437793653286 77.316287 1.08183906148169
4004533 3 7 15 1 0 0 0 -1 -1 1 6572 483 6.020879 1.847395 -1 -1 -1 -1 -1 -1 -1 68.3541347997159 77.316287 0.884084549995474
4004563 1 1 53 2 1 27385 1001 27.447655 11.782464 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 96.9084057294089 89.91426 1.07778683525182
4004563 2 5 23 1 2 23650 778 3.570026 0.577172 1 26423 1136 32.41629 15.205186 -1 -1 -1 -1 -1 -1 -1 144.835000961392 89.91426 1.61081235569744
4004563 3 5 22 1 2 21546 90 11.195688 4.358924 1 26423 1136 32.41629 15.205186 -1 -1 -1 -1 -1 -1 -1 144.835000961392 89.91426 1.61081235569744
4004569 1 1 45 1 1 28241 259 43.854881 25.963324 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 435.785883936222 390.974711 1.11461399337468
4004569 2 2 45 2 2 235 2284 3.840652 1.081895 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 264.206860437824 390.974711 0.67576457761695
4004569 3 1 19 2 1 378 2110 8.600214 4.569443 1 378 2110 8.600214 4.569443 -1 -1 -1 -1 -1 -1 -1 435.785883936222 390.974711 1.11461399337468
4004569 4 7 15 1 0 0 0 -1 -1 1 1647 2105 8.175224 4.357795 -1 -1 -1 -1 -1 -1 -1 385.757651380075 390.974711 0.986656273479731
4004623 1 3 74 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.6675781115065 50.216765 0.849667996564623
4004623 2 3 82 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 42.6675781115065 50.216765 0.849667996564623
4004630 1 1 29 1 1 27413 971 5.652427 1.384052 1 27385 1001 5.591824 1.353751 -1 -1 -1 -1 -1 -1 -1 60.0803756795126 55.74421 1.07778683525182
4004630 2 4 27 1 0 31740 1911 48.23106 35.296276 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.306263829438 55.74421 1.08183906148169
4004702 1 3 65 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 73.5079357490807 86.513716 0.849667996564623
4004702 2 4 64 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 93.5939173227331 86.513716 1.08183906148169
4004714 1 3 66 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 48.7444875981732 56.631883 0.86072517839771
4004714 2 4 64 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 70.9231741943409 56.631883 1.25235415877556
4004715 1 1 56 2 1 32884 2724 6.667907 2.536109 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 41.9368556052987 41.122288 1.01980842129452
4004715 2 1 57 1 1 31265 2756 8.047464 3.310878 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 41.9368556052987 41.122288 1.01980842129452
4004790 1 3 82 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 110.719700132458 152.590907 0.725598283077629
4004817 1 4 55 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 57.2592967443679 49.705394 1.15197350099202
4004817 2 6 17 2 0 0 0 -1 -1 1 30872 1907 3.803029 0.96469 -1 -1 -1 -1 -1 -1 -1 60.3370631273951 49.705394 1.21389366971712
4004929 1 1 46 1 1 20398 2355 39.794834 22.612492 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.897309630244 70.321744 1.06506615692358
4004929 2 2 45 2 2 19962 1762 13.670659 7.838146 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 47.0720374928511 70.321744 0.6693809740107
4004929 3 7 15 1 0 0 0 -1 -1 1 30170 1654 8.237238 3.616593 -1 -1 -1 -1 -1 -1 -1 67.6439303376724 70.321744 0.96192054533904
4004929 4 7 12 2 0 0 0 -1 -1 1 19962 1762 13.670659 7.838146 -1 -1 -1 -1 -1 -1 -1 67.6439303376724 70.321744 0.96192054533904
4004942 1 3 79 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.3015689838737 47.273498 0.725598283077629
4004963 1 3 67 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0661485460971 49.705394 0.725598283077629
4004963 2 3 71 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0661485460971 49.705394 0.725598283077629
4005090 1 1 25 2 1 22575 213 26.965662 10.835204 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.1810659235406 77.17766 1.07778683525182
4005090 2 1 26 1 1 22586 218 26.040146 10.35465 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 83.1810659235406 77.17766 1.07778683525182
4005090 3 8 1 2 0 0 0 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 88.3199617086893 77.17766 1.1443721111613
4005101 1 2 52 2 2 19824 2519 16.298054 9.164323 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 332.257638612161 429.296097 0.773959141334008
4005101 2 4 52 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 446.551347963362 429.296097 1.04019428800761
4005101 3 1 20 1 1 19314 2472 19.111673 11.541008 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 451.650827448941 429.296097 1.05207298786353
4005354 1 1 51 1 1 9855 1138 39.824055 20.796602 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.8101318955411 32.136679 1.05207298786353
4005354 2 1 50 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 33.8101318955411 32.136679 1.05207298786353
4005359 1 3 76 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 113.925727847904 157.009368 0.725598283077629
4005384 1 3 84 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 41.1597966681663 49.742836 0.827451749396964
4005420 1 1 51 1 1 22504 215 32.819748 19.970692 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 27.6308199020318 27.094128 1.01980842129452
4005420 2 2 51 2 2 8435 2641 4.221718 1.223887 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 25.9560293934441 27.094128 0.957994639777451
4005420 3 5 23 2 0 -1 -1 -1 -1 1 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 19.9892397735445 27.094128 0.737770183028015
4005420 4 5 21 1 2 8622 2680 10.90284 4.921322 1 31739 1911 40.145721 27.332775 -1 -1 -1 -1 -1 -1 -1 19.9892397735445 27.094128 0.737770183028015
4005428 1 1 48 2 1 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.3012670136106 55.949159 1.07778683525182
4005432 1 1 55 2 1 0 0 -1 -1 2 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 110.613837362277 102.630533 1.07778683525182
4005432 2 7 14 2 0 0 0 -1 -1 1 24495 906 11.863098 4.136214 -1 -1 -1 -1 -1 -1 -1 90.7340685831007 102.630533 0.884084549995474
4005432 3 2 59 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.21732513479 102.630533 0.723150537811102
4005432 4 2 24 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 74.21732513479 102.630533 0.723150537811102
4005478 1 1 -1 2 1 20102 2361 26.879749 13.495857 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.3012670136106 55.949159 1.07778683525182
4005548 1 2 67 2 2 -1 -1 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 43.1670363825588 63.878809 0.67576457761695
4005570 1 1 50 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.1014569792038 30.856071 1.13758673225777
4005608 1 1 53 2 1 23168 968 13.090558 4.35259 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 204.507928748967 189.74803 1.07778683525182
4005608 2 7 15 1 0 0 0 -1 -1 1 21699 1094 7.998273 2.593264 -1 -1 -1 -1 -1 -1 -1 167.753301715078 189.74803 0.884084549995474
4005608 3 7 15 1 0 0 0 -1 -1 1 21699 1094 7.998273 2.593264 -1 -1 -1 -1 -1 -1 -1 167.753301715078 189.74803 0.884084549995474
4005649 1 3 77 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.1428347252435 39.778653 0.858320535017701
4005649 2 3 81 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 34.1428347252435 39.778653 0.858320535017701
4005680 1 1 27 1 1 18145 2450 50.917423 31.009228 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.7232006661763 47.062368 1.07778683525182
4005680 2 1 24 2 1 28652 1128 27.28488 12.120193 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.7232006661763 47.062368 1.07778683525182
4005681 1 1 58 1 1 22715 974 6.268364 1.598963 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.3012670136106 55.949159 1.07778683525182
4005696 1 1 30 2 1 28241 259 37.028038 21.112642 2 25730 1669 17.949369 9.901299 -1 -1 -1 -1 -1 -1 -1 191.150516135195 179.472904 1.06506615692358
4005696 2 4 32 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 206.748029554085 179.472904 1.15197350099202
4005716 1 5 28 1 2 31739 1911 6.000506 1.420032 1 31720 1910 5.776687 1.535977 -1 -1 -1 -1 -1 -1 -1 67.1027085931236 52.881307 1.2689305994862
4005771 1 1 32 2 1 23199 973 7.349258 2.173793 1 23168 968 8.611467 2.178386 -1 -1 -1 -1 -1 -1 -1 86.1919087148637 79.971202 1.07778683525182
4005771 2 1 37 1 1 22625 671 9.067214 3.300421 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.1919087148637 79.971202 1.07778683525182
4005845 1 1 32 2 1 22928 675 24.478937 13.021923 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 119.332390264335 110.719844 1.07778683525182
4005845 2 1 29 1 1 22568 214 23.204121 11.786695 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 119.332390264335 110.719844 1.07778683525182
4005895 1 2 36 1 2 3799 1695 3.258765 2.671669 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 209.847896362732 313.49546 0.6693809740107
4005895 2 1 39 2 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 333.893404795191 313.49546 1.06506615692358
4005895 3 6 16 2 0 0 0 -1 -1 1 25810 1878 14.368932 9.168382 -1 -1 -1 -1 -1 -1 -1 380.550154379055 313.49546 1.21389366971712
4005895 4 7 5 1 0 0 0 -1 -1 1 4020 1692 5.992021 3.031502 -1 -1 -1 -1 -1 -1 -1 301.557723844513 313.49546 0.96192054533904
4005895 5 8 1 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 378.693496066835 313.49546 1.20797122888745
4005992 1 2 61 2 2 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 50.5270753720519 88.949804 0.56804032274261
4005992 2 3 72 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 61.4977512659114 88.949804 0.691375905290488
4006011 1 1 58 2 1 17018 2561 17.468887 10.175517 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 65.7867583311181 62.530603 1.05207298786353
4006025 1 1 34 1 1 5017 647 62.747303 37.336071 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 54.7371090229618 51.393154 1.06506615692358
4006030 1 1 56 2 1 22455 171 9.421115 3.288181 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.9277547431898 80.65394 1.07778683525182
4006030 2 3 90 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 68.5290716148433 80.65394 0.849667996564623
4006048 1 1 27 1 1 27401 957 6.456579 1.278544 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.0803756795126 55.74421 1.07778683525182
4006048 2 1 28 2 1 23170 969 5.79805 0.389784 1 23145 966 6.678267 0.754154 -1 -1 -1 -1 -1 -1 -1 60.0803756795126 55.74421 1.07778683525182
4006078 1 3 66 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0661485460971 49.705394 0.725598283077629
4006078 2 3 67 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 36.0661485460971 49.705394 0.725598283077629
4006212 1 2 35 2 2 27385 1001 36.849018 17.646854 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 40.8220968069408 60.408755 0.67576457761695
4006212 2 1 36 1 1 6718 2196 12.442144 5.889866 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 67.3324436453427 60.408755 1.11461399337468
4006212 3 8 4 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 69.9836973887736 60.408755 1.15850256123924
4006212 4 8 1 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 69.9836973887736 60.408755 1.15850256123924
4006343 1 3 71 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 189.950970200054 220.687131 0.86072517839771
4006343 2 1 73 1 1 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 225.058594665128 220.687131 1.01980842129452
4006377 1 1 30 2 1 23717 794 4.107874 1.108579 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 60.3012670136106 55.949159 1.07778683525182
4006384 1 1 49 2 1 20568 1819 7.499753 2.975938 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 241.985012941156 227.201861 1.06506615692358
4006384 2 1 48 1 1 21580 862 27.407883 19.428465 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 241.985012941156 227.201861 1.06506615692358
4006384 3 2 24 1 2 30378 1829 4.129572 0.577285 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 152.084603013224 227.201861 0.6693809740107
4006437 1 1 31 2 1 27401 957 10.68645 3.748115 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.1919087148637 79.971202 1.07778683525182
4006437 2 1 31 1 1 17386 2493 23.538952 13.744313 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 86.1919087148637 79.971202 1.07778683525182
4006485 1 1 80 1 1 3238 2693 7.848966 3.522497 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 335.669735867791 329.149798 1.01980842129452
4006485 2 3 78 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 283.30751860312 329.149798 0.86072517839771
4006513 1 4 29 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 991.321487521576 953.0157 1.04019428800761
4006513 2 1 30 1 1 19084 2371 23.158152 11.303563 2 21750 1084 31.562061 15.241446 -1 -1 -1 -1 -1 -1 -1 1002.64207497985 953.0157 1.05207298786353
4006513 3 7 5 2 0 0 0 -1 -1 1 18520 2307 6.44054 2.364291 -1 -1 -1 -1 -1 -1 -1 907.431945758264 953.0157 0.952168936732379
4006513 4 8 2 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 905.613862367744 953.0157 0.950261220636495
4006513 5 8 0 1 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 905.613862367744 953.0157 0.950261220636495
4006586 1 1 61 2 1 30690 1729 14.919436 8.615432 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 45.132974004056 42.375747 1.06506615692358
4006586 2 4 61 1 0 31766 1920 3.382542 0.439716 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 48.8157376287422 42.375747 1.15197350099202
4006593 1 3 68 2 0 0 0 -1 -1 0 0 0 -1 -1 -1 -1 -1 -1 -1 -1 -1 35.5441672479638 41.833007 0.849667996564623
