hhno hhsize hhvehs hhwkrs hhftw hhptw hhret hhoad hhuni hhhsc hh515 hhcu5 hhincome hownrent hrestype hhparcel hhtaz hhxco hhyco hhexpfac adjfac orig_hhexpfac
6127651 3 3 2 1 1 0 1 0 0 0 0 -1 2 1 5506 373 -86.66609 36.2077 18.65978 0.4362441 42.77372
6127663 1 1 0 0 0 0 0 1 0 0 0 55000 1 1 3209 2646 -86.48747 36.22069 51.44018 0.3774574 136.2808
6127669 1 1 1 1 0 0 0 0 0 0 0 27500 2 3 31136 1903 -86.36243 35.85811 36.75198 0.8793617 41.79393
6127686 3 2 2 2 0 0 0 0 0 0 1 125000 1 3 21786 1031 -86.7792 36.12699 45.56766 1.168514 38.99626
6127695 1 1 0 0 0 1 0 0 0 0 0 5000 2 3 22677 982 -86.81474 36.14177 46.2232 1.84622 25.03666
6127700 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 17351 2452 -86.90674 35.952 41.10349 0.9630814 42.67914
6127708 3 4 2 2 0 0 0 0 0 0 1 125000 1 1 27761 75 -86.69858 36.06446 44.94489 1.168514 38.4633
6127786 3 1 2 1 1 0 1 0 0 0 0 22500 2 2 25634 1682 -86.48722 35.97639 79.43955 1.39935 56.76888
6127816 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 31016 1892 -86.36241 35.87471 15.79252 0.4136506 38.1784
6127833 1 3 1 1 0 0 0 0 0 0 0 87500 1 1 20180 96 -86.67935 35.99723 264.1671 1.556749 169.6916
6128001 2 1 0 0 0 2 0 0 0 0 0 175000 3 1 7398 2247 -86.63659 36.32875 70.94192 1.482758 47.84457
6128036 3 3 3 3 0 0 0 0 0 0 0 125000 1 1 11026 1556 -86.8662 36.47722 42.06909 0.9611314 43.77039
6128051 3 3 3 1 2 0 0 0 0 0 0 -1 1 1 172 2296 -86.58694 36.32268 107.8754 0.3073724 350.96
6128058 1 1 1 1 0 0 0 0 0 0 0 27500 2 3 27382 999 -86.80373 36.13476 283.4378 0.8910644 318.089
6128113 8 2 1 1 0 0 1 0 0 3 3 40000 1 1 24655 470 -86.73303 36.20547 421.8042 1.807643 233.3449
6128118 4 2 2 1 1 0 0 0 1 1 0 67500 1 1 16700 1789 -86.52562 35.71818 86.94923 0.8408194 103.4101
6128119 1 1 0 0 0 0 1 0 0 0 0 15000 1 1 23512 252 -86.71334 36.15842 22.30928 0.8910644 25.03666
6128161 3 2 2 1 1 0 0 0 0 1 0 67500 1 1 1189 2236 -86.61129 36.31715 49.32446 0.8394901 58.75527
6128198 2 1 2 2 0 0 0 0 0 0 0 40000 2 3 17304 2455 -86.8808 35.93788 47.80632 1.01158 47.25903
6128212 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 22690 978 -86.81897 36.14201 29.83733 0.8910644 33.48504
6128220 2 2 2 2 0 0 0 0 0 0 0 67500 2 3 9177 736 -86.60592 36.20411 33.87564 1.202697 28.16638
6128268 1 1 1 1 0 0 0 0 0 0 0 67500 2 1 13085 1377 -87.05195 35.60448 78.65754 1.221756 64.38072
6128317 2 1 0 0 0 2 0 0 0 0 0 -1 1 1 1155 2228 -86.61825 36.27855 21.5964 0.4513867 47.84457
6128322 2 0 0 0 0 1 0 0 0 1 0 15000 2 2 22622 671 -86.79752 36.16241 44.78276 1.240802 36.09179
6128330 3 3 1 1 0 2 0 0 0 0 0 125000 1 1 20631 1732 -86.43884 35.78162 168.2019 0.8575299 196.147
6128371 1 1 1 1 0 0 0 0 0 0 0 175000 1 3 22757 1004 -86.81919 36.14028 52.12779 1.556749 33.48504
6128419 2 3 2 2 0 0 0 0 0 0 0 67500 1 1 29226 1529 -86.91443 36.4986 65.98583 2.478944 26.61852
6128430 1 0 0 0 0 1 0 0 0 0 0 15000 2 1 4708 730 -86.62951 36.19815 103.072 0.8910644 115.6729
6128571 2 2 1 1 0 1 0 0 0 0 0 125000 1 1 21861 1021 -86.78284 36.13012 43.60647 1.070025 40.75275
6128578 3 2 2 1 1 0 0 1 0 0 0 -1 1 1 17936 2407 -86.93002 36.0324 90.31263 0.332002 272.0244
6128595 1 3 1 1 0 0 0 0 0 0 0 40000 1 1 6384 13 -86.76156 36.04771 151.2061 0.8910644 169.6916
6128633 2 1 2 2 0 0 0 0 0 0 0 -1 1 1 11026 1556 -86.8644 36.48055 11.78042 0.2819615 41.78025
6128678 5 3 2 2 0 0 0 0 0 2 1 125000 1 1 4211 864 -86.58115 36.03284 495.5993 1.05544 469.5666
6128687 2 3 1 1 0 0 1 0 0 0 0 -1 1 1 2231 2027 -86.26167 36.61342 79.19148 0.4513867 175.4404
6128710 2 2 0 0 0 2 0 0 0 0 0 5000 1 1 28471 503 -86.75677 36.18409 11.22797 0.3684841 30.4707
6128723 3 3 1 1 0 0 1 0 0 0 1 87500 1 1 3502 2776 -86.48888 36.11993 76.20784 0.8993735 84.73436
6128743 2 3 1 1 0 1 0 0 0 0 0 27500 1 1 20926 1771 -86.50129 35.8809 129.356 1.086401 119.0684
6128746 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 30309 1820 -86.44842 35.82416 128.4233 1.354481 94.81369
6128758 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 12067 1425 -87.2139 35.54581 61.0028 0.4832191 126.2425
6128786 1 1 1 1 0 0 0 0 0 0 0 22500 2 3 1501 2237 -86.65443 36.31029 42.64608 0.8826707 48.31483
6128820 2 1 1 0 1 0 0 0 0 1 0 -1 1 1 6638 278 -86.84002 36.26632 17.78696 0.3684841 48.27062
6128828 1 1 0 0 0 1 0 0 0 0 0 15000 1 1 30404 1824 -86.45404 35.83439 93.012 0.8793617 105.7722
6128839 2 3 1 1 0 0 1 0 0 0 0 40000 1 1 23511 252 -86.7133 36.15715 55.46427 1.240802 44.70035
6128891 1 1 1 0 1 0 0 0 0 0 0 40000 1 1 17236 2483 -86.88361 35.9754 26.18675 0.9431901 27.76402
6128918 3 3 2 2 0 0 0 0 1 0 0 175000 1 1 3529 2767 -86.52054 36.1206 69.74643 0.8993735 77.55002
6128927 4 3 2 2 0 0 0 0 1 1 0 87500 1 1 32472 2699 -86.33021 36.20848 56.63068 1.05647 53.60366
6128941 1 2 1 1 0 0 0 0 0 0 0 67500 1 1 2023 2116 -86.46025 36.42928 200.3429 0.8728731 229.5212
6128969 2 2 2 1 1 0 0 0 0 0 0 87500 1 1 17316 2451 -86.89669 35.93098 21.1079 0.9630814 21.91704
6129057 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 17193 2481 -86.89265 35.96312 21.1079 0.9630814 21.91704
6129214 3 3 1 0 1 1 1 0 0 0 0 67500 1 1 3239 2663 -86.54409 36.25809 262.1287 1.034601 253.3621
6129317 2 2 2 2 0 0 0 0 0 0 0 67500 1 1 7042 2099 -86.67492 36.44093 40.8302 0.9078404 44.97508
6129333 1 1 0 0 0 0 1 0 0 0 0 -1 9 1 5822 577 -86.95388 36.26221 156.9193 1.84622 84.99488
6129334 1 1 1 1 0 0 0 0 0 0 0 15000 1 1 23118 665 -86.81722 36.16438 43.01224 0.8910644 48.27062
6129339 2 2 2 2 0 0 0 0 0 0 0 87500 1 1 24208 26 -86.74599 36.07574 286.301 1.070025 267.5647
6129360 2 3 2 1 1 0 0 0 0 0 0 125000 1 1 24684 518 -86.74284 36.18367 180.9091 1.070025 169.07
6129515 4 3 1 1 0 0 2 1 0 0 0 22500 2 1 13782 1407 -87.13904 35.65473 167.3034 1.609882 103.9228
6129537 1 1 1 1 0 0 0 0 0 0 0 40000 1 3 19866 2525 -86.84 35.91662 78.32611 0.9431901 83.04382
6129547 2 2 2 2 0 0 0 0 0 0 0 -1 1 1 19563 2521 -86.86739 35.899 8.36808 0.381807 21.91704
6129580 2 2 2 2 0 0 0 0 0 0 0 55000 2 1 4385 1617 -86.54241 36.03959 32.16504 0.9604079 33.49102
6129581 4 2 2 2 0 0 2 0 0 0 0 15000 2 2 2704 2622 -86.26198 36.21915 58.94129 1.182799 49.83204
6129589 1 2 1 1 0 0 0 0 0 0 0 -1 1 1 18314 2434 -87.06148 35.96775 168.5764 0.581653 289.8229
6129625 2 2 1 1 0 0 1 0 0 0 0 40000 1 1 7990 2093 -86.64979 36.46484 27.36537 0.895056 30.57392
6129629 2 2 2 1 1 0 0 0 0 0 0 55000 1 1 20614 1836 -86.46223 35.80235 222.0301 0.9604079 231.1832
6129715 3 1 1 0 1 2 0 0 0 0 0 55000 1 1 29575 1635 -86.55573 36.0001 83.30393 1.124983 74.04904
6129729 1 0 1 0 1 0 0 0 0 0 0 -1 1 1 14300 1365 -87.03688 35.62079 67.5578 1.563314 43.21447
6129767 2 3 2 2 0 0 0 0 0 0 0 87500 1 1 213 2283 -86.55192 36.32331 369.3699 1.482758 249.1101
6129783 2 2 2 0 1 0 0 1 0 0 0 -1 2 3 30872 1907 -86.34989 35.86924 13.85358 0.4136506 33.49102
6129793 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 1205 2234 -86.62243 36.31791 67.50242 0.8728731 77.3336
6129804 4 2 2 2 0 0 0 0 1 1 0 87500 1 1 21035 1818 -86.47246 35.83492 223.7095 1.400209 159.7686
6129824 5 7 5 5 0 0 0 0 0 0 0 -1 1 1 6759 2100 -86.68502 36.41552 12.14589 0.1569 77.41169
6129828 2 2 1 1 0 0 1 0 0 0 0 27500 1 1 7165 2090 -86.56981 36.53349 169.092 0.895056 188.9178
6129863 1 1 1 0 1 0 0 0 0 0 0 15000 1 2 9177 736 -86.60688 36.20215 29.83733 0.8910644 33.48504
6129872 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 30516 1945 -86.40368 35.8458 164.7954 0.8793617 187.4035
6129934 1 1 0 0 0 1 0 0 0 0 0 27500 1 1 30165 1654 -86.51809 35.95914 93.012 0.8793617 105.7722
6130065 1 2 0 0 0 1 0 0 0 0 0 22500 1 1 5490 369 -86.67139 36.23004 18.83474 0.8910644 21.13734
6130072 2 1 1 1 0 0 0 0 0 1 0 40000 2 3 6000 583 -86.88938 36.14562 59.89427 1.240802 48.27062
6130076 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 17828 2465 -86.90565 35.91451 21.1079 0.9630814 21.91704
6130147 4 2 1 1 0 0 1 0 0 2 0 27500 1 4 11524 1462 -87.06404 35.47518 195.023 1.609882 121.1412
6130203 1 1 1 1 0 0 0 0 0 0 0 40000 9 1 1510 2237 -86.63806 36.3129 68.2601 0.8826707 77.3336
6130206 1 1 0 0 0 1 0 0 0 0 0 22500 1 3 19018 2393 -86.82329 35.96737 385.9202 0.9431901 409.1648
6130220 1 1 0 0 0 1 0 0 0 0 0 15000 2 1 13815 1275 -87.10157 35.70437 18.35125 0.7999214 22.94131
6130274 1 0 0 0 0 1 0 0 0 0 0 5000 1 1 7869 2155 -86.4375 36.40114 48.92757 1.300467 37.62306
6130314 2 2 2 1 1 0 0 0 0 0 0 27500 1 1 11449 1429 -87.20275 35.52609 195.3128 1.142888 170.8941
6130330 4 6 3 2 0 0 0 1 1 0 0 125000 1 1 3614 2777 -86.5125 36.11756 31.80423 1.05647 30.10423
6130356 2 2 1 1 0 0 0 0 0 1 0 40000 2 2 23781 430 -86.75298 36.22224 50.56608 1.240802 40.75275
6130363 2 4 2 2 0 0 0 0 0 0 0 87500 1 1 1121 2233 -86.6121 36.26026 31.39038 1.482758 21.17027
6130376 1 2 0 0 0 1 0 0 0 0 0 67500 1 1 28187 553 -86.85013 36.2113 18.22714 0.8623195 21.13734
6130415 3 1 1 1 0 0 0 0 0 2 0 40000 2 3 9767 833 -86.62421 36.14479 744.3473 1.172474 634.852
6130421 2 3 0 0 0 0 2 0 0 0 0 175000 1 1 3506 2776 -86.4973 36.14569 49.88153 1.246744 40.00946
6130473 1 1 1 0 1 0 0 0 0 0 0 -1 1 1 5605 320 -86.69224 36.31413 338.3108 1.84622 183.2451
6130508 3 3 1 0 1 0 1 0 0 1 0 -1 3 1 10719 293 -86.78596 36.28978 147.7453 0.4362441 338.6758
6130520 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 17305 2455 -86.88121 35.93177 65.01473 0.9431901 68.93067
6130548 2 1 0 0 0 0 2 0 0 0 0 15000 2 3 23722 849 -86.66015 36.05223 245.0712 1.240802 197.5103
6130550 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 24920 894 -86.70191 36.13517 29.83733 0.8910644 33.48504
6130622 3 3 2 1 1 1 0 0 0 0 0 87500 1 1 23969 421 -86.77107 36.2371 49.98167 1.168514 42.77372
6130627 2 1 2 2 0 0 0 0 0 0 0 55000 2 3 4797 229 -86.77818 36.1655 40.12485 1.202697 33.36239
6130640 2 0 0 0 0 2 0 0 0 0 0 -1 1 1 17809 2475 -86.89133 35.91902 10.35798 0.381807 27.12883
6130665 1 0 0 0 0 1 0 0 0 0 0 -1 1 1 30817 1908 -86.34599 35.85013 69.91806 1.871374 37.36189
6130702 2 2 1 0 1 1 0 0 0 0 0 87500 1 1 24194 1246 -86.83889 36.08521 238.634 1.070025 223.0172
6130746 2 4 1 1 0 0 1 0 0 0 0 22500 2 3 14597 1324 -87.02604 35.63497 33.37067 1.142888 29.19855
6130785 1 1 0 0 0 0 1 0 0 0 0 5000 1 1 28017 498 -86.74025 36.19416 46.2232 1.84622 25.03666
6130835 3 3 2 1 1 0 0 0 1 0 0 175000 1 1 22024 1082 -86.78976 36.09461 273.5219 1.168514 234.0768
6130947 2 1 1 1 0 0 0 0 0 1 0 40000 1 1 17137 2478 -86.89253 35.97024 33.06178 1.01158 32.6833
6130957 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 27178 477 -86.73569 36.2033 28.87481 0.8623195 33.48504
6130958 2 3 2 1 1 0 0 0 0 0 0 87500 1 1 17267 2480 -86.88988 35.97507 12.67679 0.9630814 13.16274
6131146 1 1 1 1 0 0 0 0 0 0 0 15000 2 2 27332 944 -86.79187 36.14542 29.83733 0.8910644 33.48504
6131158 1 1 1 1 0 0 0 0 0 0 0 87500 1 1 4207 864 -86.58042 36.03874 285.2665 1.556749 183.2451
6131174 1 1 1 1 0 0 0 0 0 0 0 67500 1 1 31471 1885 -86.40469 35.87695 286.283 0.9923262 288.4968
6131220 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 22774 977 -86.82141 36.14079 29.83733 0.8910644 33.48504
6131258 1 1 1 1 0 0 0 0 0 0 0 175000 1 2 4828 161 -86.78992 36.17919 52.12779 1.556749 33.48504
6131269 1 1 1 1 0 0 0 0 0 0 0 40000 2 2 14238 1362 -87.04369 35.63859 51.49952 0.7999214 64.38072
6131299 1 1 0 0 0 0 1 0 0 0 0 5000 2 3 27831 43 -86.69847 36.07979 46.2232 1.84622 25.03666
6131325 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 17188 2481 -86.89679 35.96184 21.1079 0.9630814 21.91704
6131328 2 2 2 2 0 0 0 0 0 0 0 40000 1 1 4201 809 -86.59838 36.08047 191.2559 1.240802 154.139
6131354 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 22152 1103 -86.81043 36.11055 283.4378 0.8910644 318.089
6131510 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 24445 51 -86.71376 36.08203 22.30928 0.8910644 25.03666
6131527 1 1 1 1 0 0 0 0 0 0 0 -1 2 3 1501 2237 -86.65443 36.31029 100.5698 1.300467 77.3336
6131528 2 2 2 2 0 0 0 0 0 0 0 175000 1 1 10296 1245 -86.84649 36.08322 164.9326 1.070025 154.139
6131606 4 2 1 1 0 0 1 0 0 0 2 87500 1 1 31140 1903 -86.35609 35.86026 100.7663 1.400209 71.9652
6131619 4 2 2 2 0 0 0 0 0 2 0 55000 1 1 17316 2451 -86.89482 35.93084 65.67083 2.29244 28.6467
6131663 2 2 2 1 1 0 0 0 0 0 0 125000 1 1 24175 8 -86.75068 36.05863 164.9326 1.070025 154.139
6131877 1 0 0 0 0 0 0 1 0 0 0 5000 2 3 30851 1978 -86.35233 35.84345 67.95047 1.871374 36.31047
6131887 1 0 0 0 0 0 1 0 0 0 0 15000 2 3 26802 635 -86.82303 36.16774 22.30928 0.8910644 25.03666
6131909 1 1 1 1 0 0 0 0 0 0 0 55000 1 1 31997 1965 -86.37794 35.84296 41.47322 0.9923262 41.79393
6132004 2 3 1 1 0 0 1 0 0 0 0 125000 1 1 6092 1173 -86.95406 36.1206 162.3758 1.070025 151.7495
6132007 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 6141 649 -86.81618 36.18491 46.2232 1.84622 25.03666
6132070 4 2 1 1 0 0 1 0 0 2 0 40000 1 1 30278 1749 -86.35313 35.68474 156.064 1.183494 131.8672
6132076 2 2 1 0 0 1 0 1 0 0 0 40000 1 1 14628 1329 -86.98598 35.64444 54.87612 1.142888 48.0153
6132103 1 1 1 1 0 0 0 0 0 0 0 -1 1 1 28725 515 -86.76026 36.17976 61.82078 1.84622 33.48504
6132163 4 2 1 1 0 0 1 0 0 0 2 175000 1 1 8683 2772 -86.49251 36.16408 57.52328 1.05647 54.44855
6132272 2 5 1 0 1 1 0 0 0 0 0 55000 1 1 16093 2590 -86.91258 35.79431 930.1102 2.21359 420.1818
6132289 1 1 1 1 0 0 0 0 0 0 0 22500 1 3 1091 2255 -86.62569 36.29423 42.64608 0.8826707 48.31483
6132318 1 1 0 0 0 0 1 0 0 0 0 15000 2 1 22902 668 -86.81772 36.15772 22.30928 0.8910644 25.03666
6132334 1 1 0 0 0 1 0 0 0 0 0 5000 1 1 24694 494 -86.73395 36.18539 46.2232 1.84622 25.03666
6132350 3 3 1 1 0 2 0 0 0 0 0 67500 1 1 20315 2514 -86.83556 35.92582 109.4048 2.436276 44.90658
6132357 5 2 1 1 0 0 1 0 0 3 0 87500 1 1 29044 1527 -86.91645 36.48972 113.2142 1.214328 93.23201
6132360 2 0 0 0 0 2 0 0 0 0 0 -1 1 1 28003 479 -86.74512 36.19605 12.31559 0.3684841 33.42231
6132373 1 1 1 1 0 0 0 0 0 0 0 175000 2 3 26494 1162 -86.89768 36.08375 495.1846 1.556749 318.089
6132500 1 2 0 0 0 1 0 0 0 0 0 55000 1 2 188 2289 -86.57732 36.31779 156.0083 0.8728731 178.7296
6132545 2 2 0 0 0 0 2 0 0 0 0 -1 1 1 2839 2654 -86.37166 36.245 65.48445 0.2302501 284.4057
6132556 3 1 0 0 0 0 1 0 0 1 1 5000 2 2 5170 135 -86.76549 36.17016 21.79866 0.4362441 49.96896
6132612 4 2 2 2 0 0 0 0 0 2 0 67500 1 1 32475 2708 -86.32547 36.19468 51.02032 1.023846 49.83204
6132646 2 2 1 1 0 1 0 0 0 0 0 40000 1 1 13569 1374 -87.04247 35.6169 54.87612 1.142888 48.0153
6132651 1 1 0 0 0 1 0 0 0 0 0 125000 1 1 30812 1908 -86.35171 35.85208 49.00748 1.311697 37.36189
6132682 2 5 2 2 0 0 0 0 0 0 0 87500 1 1 4729 742 -86.65311 36.16544 162.6785 1.070025 152.0324
6132702 1 2 0 0 0 0 1 0 0 0 0 40000 1 4 26882 1632 -86.55868 36.00079 31.93004 0.8793617 36.31047
6132744 3 1 1 1 0 0 0 0 0 2 0 40000 1 1 17176 2482 -86.88221 35.96003 100.1365 1.857671 53.9043
6132750 4 1 1 1 0 0 1 0 0 2 0 15000 1 1 6215 652 -86.81414 36.17524 151.2479 1.807643 83.67136
6132796 1 1 1 0 1 0 0 0 0 0 0 87500 1 1 31720 1910 -86.36334 35.84371 155.1992 1.311697 118.3194
6132846 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 13153 1352 -87.01475 35.60003 51.49952 0.7999214 64.38072
6132856 2 2 2 2 0 0 0 0 0 0 0 125000 1 1 19865 2525 -86.84025 35.91035 21.1079 0.9630814 21.91704
6132871 4 4 2 2 0 0 0 1 1 0 0 55000 1 1 25661 1687 -86.48938 36.0197 55.66743 0.8408194 66.20616
6132884 1 1 1 1 0 0 0 0 0 0 0 40000 2 3 4803 152 -86.7809 36.17395 29.83733 0.8910644 33.48504
6132930 4 2 1 1 0 0 1 0 0 2 0 -1 1 1 8504 2685 -86.56464 36.20367 61.72939 0.379161 162.8052
6132935 1 1 0 0 0 1 0 0 0 0 0 -1 2 6 29241 1528 -86.89955 36.50604 36.47356 1.071164 34.05039
6133024 1 0 0 0 0 0 1 0 0 0 0 27500 2 3 5220 132 -86.7541 36.16509 18.83474 0.8910644 21.13734
6133059 2 4 0 0 0 2 0 0 0 0 0 40000 1 1 8773 2750 -86.3473 36.1546 89.10817 1.19502 74.56624
6133200 4 3 3 3 0 0 0 0 0 0 1 87500 1 1 4378 1618 -86.55162 36.05074 77.4361 1.400209 55.30324
6133212 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 17742 2505 -86.8532 35.93442 20.58936 0.581653 35.39801
6133216 3 4 2 1 1 0 1 0 0 0 0 67500 1 2 9177 736 -86.60468 36.20768 54.10644 1.406703 38.4633
6133233 4 2 2 1 1 0 0 0 0 0 2 40000 1 1 24776 496 -86.73995 36.19067 88.25465 1.807643 48.82306
6133286 2 2 2 1 1 0 0 0 0 0 0 40000 1 1 26728 378 -86.68969 36.25507 34.9489 1.240802 28.16638
6133307 1 1 1 1 0 0 0 0 0 0 0 55000 2 3 23746 775 -86.64665 36.09091 28.87481 0.8623195 33.48504
6133424 1 0 0 0 0 1 0 0 0 0 0 5000 2 3 22319 938 -86.77756 36.13564 46.2232 1.84622 25.03666
6133428 2 2 1 1 0 1 0 0 0 0 0 55000 1 1 24440 61 -86.71908 36.08384 49.01323 1.202697 40.75275
6133512 2 2 0 0 0 0 2 0 0 0 0 15000 1 1 4105 2624 -86.13139 36.25155 82.54832 1.19502 69.07692
6133517 3 1 0 0 0 1 2 0 0 0 0 27500 1 1 5994 585 -86.88066 36.15037 58.58729 1.172474 49.96896
6133529 2 2 1 0 0 0 0 2 0 0 0 -1 2 3 21345 109 -86.7161 36.04237 142.6506 0.3684841 387.1281
6133567 2 1 0 0 0 2 0 0 0 0 0 55000 1 3 7036 2099 -86.67984 36.44023 43.43523 0.9078404 47.84457
6133572 4 2 2 1 1 0 0 0 0 1 1 55000 2 1 31868 1942 -86.39509 35.87066 134.3366 0.8408194 159.7686
6133702 2 4 2 0 2 0 0 0 0 0 0 87500 1 1 26393 552 -86.84494 36.21524 29.72684 1.070025 27.78144
6133706 2 2 0 0 0 0 2 0 0 0 0 55000 1 1 5504 371 -86.65701 36.23609 33.87564 1.202697 28.16638
6133710 1 2 1 1 0 0 0 0 0 0 0 55000 2 3 27502 230 -86.77795 36.16408 24.37772 0.8623195 28.26994
6133785 2 0 1 0 1 0 1 0 0 0 0 5000 2 3 31605 1948 -86.40333 35.84535 121.9449 0.4136506 294.8016
6133799 1 1 1 1 0 0 0 0 0 0 0 40000 2 1 4350 1614 -86.54017 36.04701 36.75198 0.8793617 41.79393
6133895 3 2 2 1 0 0 0 1 0 0 1 -1 2 1 9308 156 -86.79572 36.16933 17.01189 0.4362441 38.99626
6133958 1 1 1 1 0 0 0 0 0 0 0 40000 2 2 19290 2501 -86.87389 35.9122 78.32611 0.9431901 83.04382
6133960 1 1 1 0 1 0 0 0 0 0 0 40000 1 1 9626 374 -86.67672 36.24011 29.83733 0.8910644 33.48504
6133986 1 1 0 0 0 1 0 0 0 0 0 55000 1 1 26629 654 -86.80969 36.1774 21.5896 0.8623195 25.03666
6134041 2 1 1 0 1 0 0 1 0 0 0 -1 2 2 23118 665 -86.81222 36.16497 17.78696 0.3684841 48.27062
6134046 4 2 1 1 0 0 1 0 0 2 0 55000 1 1 1073 2230 -86.62902 36.26765 57.03235 1.147178 49.71534
6134080 5 2 1 1 0 0 0 1 0 3 0 -1 1 1 19693 2510 -86.82828 35.92891 8.974076 0.1212304 74.02499
6134102 3 3 1 1 0 0 1 0 0 0 1 -1 1 1 7583 2039 -86.39763 36.59203 70.44811 0.3073724 229.1947
6134189 1 1 1 1 0 0 0 0 0 0 0 40000 1 1 21457 95 -86.70871 36.03979 163.2832 0.8910644 183.2451
6134196 1 0 0 0 0 1 0 0 0 0 0 -1 2 2 13357 1359 -87.03572 35.59096 80.40817 1.563314 51.43442
6134207 3 3 0 0 0 1 2 0 0 0 0 5000 1 1 6124 648 -86.81163 36.19098 20.18635 0.4362441 46.27307
6134291 3 3 2 1 1 0 0 0 0 0 1 87500 1 1 5402 484 -86.70076 36.20339 474.7976 1.168514 406.3261
6134361 3 2 2 2 0 0 0 0 0 0 1 175000 1 1 3576 2769 -86.50488 36.1582 64.83898 0.8993735 72.0935
6134466 1 0 0 0 0 1 0 0 0 0 0 -1 1 3 19756 2496 -86.87123 35.92092 20.58936 0.581653 35.39801
6134479 4 5 3 2 1 0 0 0 1 0 0 -1 1 1 19477 2350 -86.76677 35.96786 52.55327 0.1212304 433.4993
6134494 2 2 2 1 1 0 0 0 0 0 0 87500 1 1 16932 2537 -86.84696 35.84992 21.1079 0.9630814 21.91704
6134500 1 1 0 0 0 1 0 0 0 0 0 40000 2 1 21066 1758 -86.60168 35.99014 93.012 0.8793617 105.7722
6134531 2 4 1 1 0 0 1 0 0 0 0 87500 1 1 23801 433 -86.75223 36.21243 43.0105 1.070025 40.19579
6134550 3 2 2 2 0 0 0 0 0 0 1 40000 2 3 21345 109 -86.72448 36.04445 434.334 1.172474 370.4424
6134594 3 3 2 2 0 0 0 0 0 1 0 125000 1 1 2473 2147 -86.43901 36.39363 68.03736 1.246935 54.56368
6134600 3 4 2 2 0 0 0 0 0 0 1 125000 1 1 16418 2600 -86.88247 35.77354 474.054 0.9212292 514.5885
6134636 4 1 1 1 0 0 1 0 0 2 0 40000 2 3 14297 1365 -87.04371 35.62161 197.9339 1.609882 122.9493
6134787 4 2 2 1 1 0 0 0 0 0 2 55000 1 1 22691 978 -86.81946 36.14495 32.75515 0.6708951 48.82306
6134850 3 4 2 2 0 0 0 0 0 1 0 87500 1 1 1916 2097 -86.6343 36.46095 55.1992 1.246935 44.26791
6134960 2 2 2 2 0 0 0 0 0 0 0 87500 1 2 19697 2510 -86.82588 35.92849 21.1079 0.9630814 21.91704
6134983 1 1 1 1 0 0 0 0 0 0 0 125000 1 2 8515 741 -86.59084 36.20096 285.2665 1.556749 183.2451
6134984 1 1 1 1 0 0 0 0 0 0 0 22500 1 1 19702 2510 -86.83933 35.92855 40.22285 0.9431901 42.64554
6134985 3 1 1 1 0 0 0 0 0 2 0 87500 1 1 25386 2775 -86.4717 36.17088 119.8534 0.8993735 133.2632
6135011 2 1 2 0 2 0 0 0 0 0 0 -1 1 9 13034 1452 -86.94363 35.51093 54.87343 0.4832191 113.5581
6135021 1 1 1 0 1 0 0 0 0 0 0 5000 1 1 27810 44 -86.71356 36.07253 61.82078 1.84622 33.48504
6135027 3 2 2 0 2 0 0 1 0 0 0 -1 1 1 23947 288 -86.79599 36.23401 17.01189 0.4362441 38.99626
6135061 2 1 2 1 0 0 0 1 0 0 0 40000 1 3 1169 2262 -86.60884 36.2849 80.89656 0.895056 90.38156
6135113 1 1 0 0 0 1 0 0 0 0 0 15000 2 3 31019 1892 -86.36869 35.87412 32.85461 0.8793617 37.36189
6135161 4 2 2 1 1 0 0 0 0 1 1 125000 1 1 19542 2312 -86.6566 35.95729 474.4094 0.9979403 475.3886
6135185 2 2 0 0 0 2 0 0 0 0 0 -1 1 1 32320 2687 -86.56928 36.20926 25.607 0.2302501 111.2138
6135224 1 3 1 1 0 0 0 0 0 0 0 27500 1 3 27423 1015 -86.80792 36.12549 151.2061 0.8910644 169.6916
6135230 1 0 0 0 0 0 0 1 0 0 0 22500 2 3 22645 210 -86.78324 36.16802 22.30928 0.8910644 25.03666
6135234 2 1 0 0 0 1 1 0 0 0 0 -1 1 1 9370 644 -86.80902 36.18141 13.29925 0.3684841 36.09179
